interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
85-34-36-29,Yes,17/09/ 2014,Expert,Amhara,Bahir Dar,Information Communication Technology Directorate,Middle level,Employed Ful,,6,2,2,4,2,0,31,Female,Single,,University d,,5000,,,Strongly dis,Strongly dis,Strongly dis,Agree,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly agr,Strongly agr,Strongly dis,Strongly dis,Male,Somewhat sat,,Not at all,To the fulle,To the fulle,To the fulle,To a limited,To the fulle,To the fulle,To a limited,To a limited,To a moderat,To the fulle,No,Disagree,No,No, ,Not at all,Not at all,To the fulle,No,No,To some exte,,,,,,,,No,No,To some exte,No,4,2,No,No,Yes,Yes,Yes,0,4,Not at all,No,To a limited,To a limited,To a moderat,To a limited,Don't Know,,Don't know,Don't Know,Don't Know,Don't know,To a limited,No,,,,,,,,,,,To a limited,To a moderat,Don't know,Don't know,To a limited,To a limited,Don't know,Don't know,Don't know,Don't Know,Don't know,90,10,Don't Know,Don't know, ,To a limited,Don't know,To a limited,Don't know,Don't know,Not at all,Not at all,Not at all,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,Not at all,Not at all,Not at all,Not at all,Don't know,Not at all,Not at all,Don't know,Don't know,Not at all,To a limited,To a limited,Not at all,Not at all,To a limited,Not at all,Not at all,Not at all
04-27-80-55,Yes,17/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,Refussed,Refussed,Refussed,Refussed,6,0,50,Female,Married,,University d,,Refused,5,1,Disagree,Disagree,Agree,Neutral,Strongly agr,Strongly agr,Strongly agr,Strongly agr,Strongly agr,Strongly agr,Neutral,Strongly agr,Strongly agr,Agree,Male,Somewhat sat,,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,Yes,Agree,Yes,No, ,To a limited,To a limited,To a limited,Yes,Yes,To some exte,,,,,,,,Yes,Yes,To some exte,No,Refused,Refused,Don't Know,Don't Know,Yes,Yes,No,Refused,Refused,To a limited,Yes,To a moderat,To a moderat,To a limited,To a moderat,Yes,To a moderat,To a moderat,Yes,Yes,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a limited,To a limited,To a limited,To a moderat,No,To a moderat,Don't know,Don't know,Yes,Some, ,To a limited,To a limited,To a limited,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,Not at all
72-99-24-75,Yes,16/09/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Middle level,Employed Ful,,8,2,1,6,3,0,38,Female,Married,,University d,,6600,0,0,Disagree,Strongly dis,Disagree,Strongly agr,Strongly dis,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Male,Very unsatis,,To a limited,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,Don't know,To a moderat,Don't know,No,Disagree,No,No, ,Don't know,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,No,Yes,Yes,Yes,0,4,Not at all,Don't Know,To a moderat,To a limited,To a moderat,To a limited,Don't Know,,Don't know,Don't Know,Don't Know,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a great e,To the fulle,To the fulle,To the fulle,Don't know,Don't know,Don't know,To a limited,Don't Know,To a limited,98,2,Don't Know,No, ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,Not at all,Not at all,Don't know,Don't know,To a moderat,Don't know,Don't know,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,To a moderat,Don't know,Not at all,Don't know,Don't know,To a moderat,To a moderat,To a moderat,To a great e,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a limited
69-43-73-92,Yes,17/09/ 2014,Middle Level Expert,Sidama,Hawassa,Baying,Middle level,Employed Ful,,7,3,2,7,12,0,45,Female,Married,,College dipl,,7290,2,1,Agree,Strongly agr,Agree,Strongly agr,Strongly agr,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly agr,Male,Somewhat sat,,To a moderat,To a great e,To a great e,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a great e,To a moderat,To the fulle,No,Neutral,No,No, ,To a moderat,To a moderat,To a great e,No,No,To some exte,,,,,,,,No,No,To some exte,No,1,3,Don't Know,No,Yes,Don't Know,Yes,0,6,To a limited,No,To a moderat,To the fulle,To a moderat,To a limited,No,,To the fulle,Yes,Yes,To a limited,To a limited,Yes,"giving rewards,for  persons who scores high efficiency  during the work.",##N/A##,##N/A##,##N/A##,##N/A##,No,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a great e,To a great e,To a moderat,Don't know,To a limited,To a limited,To a moderat,To a moderat,Don't Know,To a moderat,99,1,No,No, ,To a limited,Not at all,To a limited,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,Not at all,Not at all,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,Not at all,Not at all,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,Not at all,To a limited,To a great e,To a great e,To a great e,To a limited
41-10-10-68,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Middle level,Employed Ful,,20,4,4,16,6,0,30,Male,Married,,University d,,4000,1,1,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Don't know,To a great e,To a great e,To the fulle,To the fulle,No,Disagree,No,No, ,To the fulle,To a great e,To the fulle,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To the fulle,No,To a great e,To a moderat,To a moderat,To the fulle,No,,To the fulle,No,No,To a great e,To a moderat,No,,,,,,,,,,,To a great e,To a great e,To the fulle,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a moderat,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a great e,To the fulle,To a moderat,To a great e,To a limited,Don't know,To a moderat,To the fulle,Not at all,To a moderat,To a great e,To the fulle,To a moderat,To the fulle,To a moderat,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a great e,To the fulle,To a limited,Not at all,To a moderat,To a limited,To a limited,To a great e
55-35-69-64,Yes,16/09/ 2014,Not Answered,Amhara,Bahir Dar,Extension  Communication Directorate,Senior offic,Employed Ful,,13,4,2,6,12,4,48,Male,Married,,University d,,9056,1,3,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Somewhat sat,,Not at all,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,Not at all,To a moderat,To a great e,Yes,Agree,No,No, ,To a moderat,To a moderat,To a moderat,No,No,No,,,,,,,,No,No,To some exte,Yes,6,4,No,No,Yes,Yes,Yes,0,6,To a limited,No,To a limited,To a moderat,To a great e,To a moderat,Yes,To a limited,To a moderat,Don't Know,Don't Know,To a limited,To a limited,Yes,respect their work,protocol,##N/A##,##N/A##,##N/A##,the respondent doesn't write the explanation,##N/A##,##N/A##,##N/A##,##N/A##,To a limited,To the fulle,To the fulle,To a great e,To a great e,To a great e,Don't know,To the fulle,To the fulle,Yes,To a limited,60,40,Don't Know,Some, ,Don't know,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a great e,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a great e,To a great e,To a great e,To a limited,Not at all
49-57-41-76,Yes,17/09/ 2014,Horticulture Expert,Amhara,Bahir Dar,Vegetable Fruit And Irrigation Directorate,Senior offic,Employed Ful,,12,2,2,10,27,0,47,Male,Married,,Completed fi,,5571,0,0,Disagree,Disagree,Strongly agr,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Extremely sa,,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To a moderat,To a moderat,To a great e,No,No,Yes,Yes,No,No,No,No,No,,No,No,Yes,Yes,10,2,Don't Know,No,Yes,Yes,Yes,0,4,To a moderat,Yes,To a moderat,To a great e,To a great e,To a moderat,Yes,To a moderat,To a moderat,No,Don't Know,To a great e,To the fulle,No,,,,,,,,,,,To a limited,To a moderat,To a great e,Don't know,To a limited,To a moderat,To a limited,To a moderat,To a moderat,Don't Know,To a limited,83,17,Don't Know,Yes,the respondent doesn't write about explanation,Don't know,To the fulle,To a great e,To a limited,To a great e,To a great e,To a limited,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,Don't know,To a limited,To a limited,To a limited,Don't know,Don't know,To a limited,To the fulle,To a limited,To a moderat,To the fulle,To a limited,To the fulle,Not at all,Not at all,Not at all,To a limited,To the fulle,To a limited,To a limited,To a limited,To a great e
98-42-69-85,Yes,21/09/ 2014,Junior Expert,Addis Ababa,Addis Abab,Not Answered,Junior Profe,Employed Ful,,Don't Know.,Don't Know.,Don't Know.,Don't Know.,6,0,27,Male,Single,,University d,,Refused,,,Agree,Strongly agr,Disagree,Strongly agr,Agree,Agree,Strongly agr,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agr,Male,Somewhat sat,,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,Not at all,To a limited,To a limited,No,Neutral,Yes,No, ,Not at all,To a limited,To a limited,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Don't Know.,Don't Know.,No,No,No,,Don't Know,,,To a limited,Yes,To a moderat,To a moderat,To a moderat,To a limited,No,,To a moderat,No,No,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Don't Know,To a limited,Don't know,Don't know,Yes,Yes,Don't know,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,Not at all,Not at all,To a limited,To a moderat,To a great e,To a great e,Not at all,Not at all,To a great e,To a limited,To a limited,Not at all,To a limited,To a moderat,Don't know,Don't know,To a great e,To a great e,To a great e,Not at all,To a moderat,Not at all,To a limited,To a moderat,To a limited,Not at all,Not at all,To a moderat
11-65-68-76,Yes,25/09/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Lower (less,Employed Ful,,Don't Know.,Don't Know.,3,5,4,0,,Male,Married,,Completed se,,2200,0,0,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agr,Strongly agr,Male,Somewhat sat,,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Not at all,Not at all,Not at all,To a limited,To a limited,Not at all,No,Disagree,No,No, ,To a moderat,To a moderat,To a moderat,No,No,To some exte,,,,,,,,No,No,To some exte,Don't Know,Don't Know.,Don't Know.,No,No,Yes,Don't Know,Yes,0,4,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,,To a great e,No,No,To a moderat,To a great e,No,,,,,,,,,,,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,No,To a moderat,76,24,No,No, ,Don't know,To a moderat,To a limited,To a limited,To a limited,To a limited,Don't know,To a moderat,Don't know,To a great e,Don't know,Don't know,Don't know,To a moderat,Don't know,To a great e,Don't know,Don't know,Not at all,To a limited,To a moderat,To a moderat,To a moderat,Don't know,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat
10-83-16-96,Yes,19/09/ 2014,Not Answered,Amhara,Bahir Dar,Procurement And Finance Directorate,Middle level,Employed Ful,,7,3,3,3,10,0,32,Male,Married,,University d,,8000,0,0,Agree,Strongly agr,Agree,Strongly agr,Strongly agr,Strongly agr,Agree,Agree,Agree,Strongly agr,Strongly agr,Strongly agr,Agree,Agree,Male,Satisfied,,Not at all,To a great e,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a moderat,Yes,Agree,No,Yes,because unnecessary things are not done in the office,To a moderat,To a moderat,To a moderat,No,No,To some exte,,,,,,,,No,No,Yes,Yes,4,3,Don't Know,No,Yes,Yes,Yes,0,4,To a limited,Don't Know,To a moderat,To a moderat,To a moderat,To a moderat,Don't Know,,To a limited,Yes,Don't Know,To a moderat,To a great e,No,,,,,,,,,,,To a limited,To a great e,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a great e,Don't Know,Don't know,55,45,Yes,Yes,strive to protect women's rights as much as possible,Don't know,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a moderat,To a moderat,To a great e,To a moderat,To a moderat
41-38-01-29,Yes,22/09/ 2014,Expert,Amhara,Bahir Dar,Extension Directorate,Middle level,Employed Ful,,14,4,4,10,10,0,35,Female,Divorced,,University d,,5000,1,1,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,To a great e,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,Yes,Agree,Yes,Yes,any type of gender harassment in the institution there is punishment or accountability in any level of a position.,To a great e,To a great e,To the fulle,Yes,No,To some exte,,,,,,,,No,Yes,Yes,Yes,10,4,No,No,Yes,Yes,Yes,0,7,To a limited,No,To a limited,To a moderat,To a moderat,To a moderat,No,,To a moderat,No,No,To a moderat,To a great e,No,,,,,,,,,,,To a moderat,To a moderat,To a limited,To a moderat,To a great e,To a limited,To a limited,To a moderat,To a moderat,No,To a moderat,Don't know,Don't know,No,Some, ,To a limited,To a limited,To a limited,To a limited,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,Not at all,To a moderat,To a moderat,To a moderat,To a limited,Not at all,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To a limited,Not at all,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited
51-43-52-58,Yes,60/09/ 2014,Human Resource Expert,Sidama,Hawassa,Human Resource,Senior offic,Employed Ful,,4,0,0,4,22,0,52,Male,Married,,University d,,7700,1,2,Strongly agr,Strongly agr,Disagree,Disagree,Strongly agr,Agree,Disagree,Agree,Strongly dis,Agree,Strongly dis,Strongly dis,Strongly dis,Disagree,Male,Satisfied,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,Yes,Agree,Yes,Yes,within the organization compound  posters and browshers were distributed.,To the fulle,To the fulle,To the fulle,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,Yes,Yes,Yes,4,0,Yes,No,Yes,No,Yes,0,4,Not at all,Yes,To a moderat,To a moderat,To a limited,To the fulle,Yes,To a limited,To a limited,Yes,Yes,To a moderat,To the fulle,Yes,Specifically within office leaders and workers  have trip program,##N/A##,##N/A##,##N/A##,##N/A##,visiting workers,##N/A##,##N/A##,##N/A##,##N/A##,To the fulle,Don't know,To a moderat,To a moderat,Don't know,To the fulle,To a limited,To the fulle,To a great e,No,To the fulle,80,20,Don't Know,Some, ,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a moderat,To the fulle,To the fulle
35-61-96-86,Yes,18/09/ 2014,Cleaner,Sidama,Hawassa,Not Answered,Lower (less,Employed Ful,,Don't Know.,Don't Know.,7,2,6,0,33,Female,Married,,College dipl,,1100,3,2,Strongly agr,Disagree,Disagree,Strongly dis,Disagree,Strongly dis,Strongly dis,Neutral,Disagree,Strongly dis,Strongly dis,Neutral,Strongly agr,Strongly agr,Male,Somewhat sat,,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Don't know,To the fulle,To the fulle,To a limited,Don't know,To the fulle,No,Agree,No,No, ,To the fulle,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,To some exte,Don't Know,Don't Know.,Don't Know.,No,No,Yes,No,Yes,0,4,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,,Don't know,Don't Know,No,To a limited,To a moderat,No,,,,,,,,,,,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,Don't Know,To a limited,86,14,Don't Know,Some, ,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,Don't know,To a moderat,Don't know,To a great e,Don't know,Don't know,Don't know,To a moderat,Don't know,To a great e,Don't know,Don't know,To a limited,To a limited,To a moderat,To a moderat,To a moderat,Don't know,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,Don't know,Don't know,To the fulle,To the fulle,Don't know
89-50-54-68,Yes,18/04/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Lower (less,Employed Par,,8,2,1,1,4,4,40,Male,Married,,University d,,5000,1,1,Disagree,Disagree,Agree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Male,Satisfied,,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To a moderat,To a moderat,To a great e,No,No,No,,,,,,,,No,No,No,No,2,1,No,No,Don't Know,,No,,,To a limited,No,To a moderat,To a great e,To the fulle,To the fulle,No,,To the fulle,No,No,To a moderat,To a great e,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a limited,To a limited,No,To a moderat,75,25,No,Some, ,To a great e,To a moderat,Don't know,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a limited,Not at all,To a limited,To a limited,Not at all,Not at all,To a limited
03-21-47-58,Yes,17/09/ 2014,Natural Resources Expert,Sidama,Hawassa,Natural Resources And Small Irrigation,Senior offic,Employed Ful,,7,2,2,5,16,0,40,Male,Married,,University d,,12000,2,0,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Strongly dis,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Male,Somewhat sat,,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a great e,Yes,Strongly agr,Yes,Yes,not answered,To the fulle,To the fulle,To a great e,No,No,Yes,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,5,2,Yes,No,Yes,No,Yes,0,4,To a limited,Yes,To a great e,To a great e,To a great e,To a great e,Yes,To a moderat,To a great e,Don't Know,Yes,To a moderat,To a great e,No,,,,,,,,,,,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a great e,To a great e,To a great e,To a great e,Don't Know,To a great e,71,29,Yes,Yes,We are working at highly at office and  directoret level.,Don't know,To a great e,Don't know,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,Not at all,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,To a great e,To a great e,To a great e
38-35-40-19,Yes,18/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Middle level,Employed Ful,,7,2,2,53,Don't Know.,,38,Male,Married,,University d,,11305,,,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Disagree,Male,Somewhat sat,,To a moderat,To a great e,To a great e,To the fulle,To the fulle,To a great e,To a great e,To a great e,To the fulle,To the fulle,To a great e,No,Disagree,No,No, ,To a moderat,To a limited,To a moderat,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a great e,Don't Know,To the fulle,To the fulle,To the fulle,To a great e,No,,Don't know,No,Don't Know,To a great e,To a great e,No,,,,,,,,,,,To the fulle,To the fulle,Don't know,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To a limited,No,To a great e,Don't know,Don't know,No,No, ,To a great e,To the fulle,Don't know,To a great e,To a great e,To a great e,Not at all,To a limited,To a moderat,To a great e,To a great e,To the fulle,To a moderat,To a moderat,To a moderat,To a great e,Not at all,To a limited,Not at all,To a limited,Not at all,To a limited,To the fulle,To a moderat,To a moderat,To a limited,To the fulle,To a great e,Don't know,Not at all,To the fulle,To a limited,To a moderat,To a moderat,To a limited
30-45-51-73,Yes,24/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,8,2,2,6,5,0,48,Male,Cohabiting w,,University d,,8000,2,,Disagree,Strongly agr,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Male,Very unsatis,,To a moderat,To a limited,To a limited,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,Yes,Neutral,No,No, ,To a moderat,To a moderat,To a limited,No,No,To some exte,,,,,,,,No,No,No,Don't Know,6,2,No,No,No,,No,,,To a limited,No,To a great e,To a moderat,To a great e,To a moderat,Yes,To a moderat,To a moderat,Yes,Yes,To a great e,To a great e,,,,,,,,,,,,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a great e,No,To the fulle,Don't know,Don't know,No,Some, ,To a great e,To a moderat,To a limited,To a limited,To a limited,To the fulle,To a moderat,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a moderat
30-10-84-76,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,17,7,7,5,9,0,47,Male,Married,,University d,,9056,1,2,Strongly agr,Strongly dis,Strongly dis,Agree,Strongly dis,Agree,Strongly dis,Neutral,Strongly dis,Strongly agr,Strongly dis,Disagree,Strongly dis,Strongly agr,Male,Very unsatis,,To a great e,Not at all,Not at all,Not at all,Not at all,To the fulle,Not at all,To a moderat,To the fulle,To the fulle,To a great e,No,Disagree,No,No, ,Not at all,To a limited,To a moderat,No,No,To some exte,,,,,,,,No,No,No,No,10,7,No,No,No,,No,,,To a limited,Don't Know,To a limited,To a moderat,To a great e,Don't know,Don't Know,,To a limited,Don't Know,Don't Know,Don't know,To a limited,No,,,,,,,,,,,To a limited,To a limited,To a limited,To a limited,To a limited,To the fulle,To the fulle,To a limited,To a limited,No,To a limited,59,41,No,No, ,Don't know,Not at all,Not at all,Not at all,To a limited,Don't know,Not at all,Not at all,Not at all,Not at all,Not at all,Don't know,Don't know,Don't know,Not at all,Don't know,Not at all,Not at all,Don't know,Not at all,Not at all,Don't know,Don't know,To a moderat,Not at all,Not at all,Not at all,Not at all,To a limited,Don't know,Not at all,Not at all,Not at all,Not at all,Not at all
61-18-55-80,Yes,17/09/ 2014,Psnp  Expert,Sidama,Hawassa,Psnp,Senior offic,Employed Ful,,5,2,2,3,8,1,37,Female,Married,,University d,,10000,2,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Extremely sa,,Not at all,To a moderat,To a moderat,To a great e,To the fulle,To a great e,To a great e,To a great e,Not at all,To the fulle,To the fulle,Yes,Agree,No,No, ,To a great e,To a great e,To a great e,Yes,No,To some exte,,,,,,,,No,Yes,Yes,Yes,3,2,No,No,Yes,Yes,Yes,0,6,To a moderat,No,To a great e,To a limited,To a great e,To a limited,Yes,To a moderat,To a moderat,No,Don't Know,To a great e,To a great e,No,,,,,,,,,,,To a moderat,To a great e,To the fulle,To a moderat,To a limited,To the fulle,To a limited,To a limited,To a moderat,No,To a moderat,60,40,Don't Know,Some, ,Don't know,Not at all,To a moderat,To a limited,To a great e,To a great e,To a moderat,To a great e,To a moderat,Not at all,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To the fulle,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To the fulle,To the fulle,To the fulle,To a moderat
